,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Day,Month,Source,Destination,Hour_of_Dept,Minute_of_Dept,Duration_in_Minutes,Stops,Additional_Info,Price
2024,0,0,0,0,1,0,0,0,0,0,0,0,9,3,5,5,19,45,520,2,1,11848
2025,0,0,0,1,0,0,0,0,0,0,0,0,1,6,5,5,8,30,750,2,1,6416
2026,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,2,9,10,90,1,1,3342
2027,0,0,0,0,1,0,0,0,0,0,0,0,6,6,4,4,6,30,1495,3,1,10118
2028,0,1,0,0,0,0,0,0,0,0,0,0,12,6,4,4,16,45,1185,3,1,14960
2029,0,0,0,1,0,0,0,0,0,0,0,0,15,6,5,5,5,5,665,2,1,6818
2030,0,1,0,0,0,0,0,0,0,0,0,0,12,6,4,4,14,15,150,1,1,5510
2031,0,0,0,0,1,0,0,0,0,0,0,0,21,5,4,4,6,30,1610,2,1,14388
2032,0,0,0,0,0,0,1,0,0,0,0,0,3,6,5,5,14,55,455,2,1,7038
2033,0,0,0,0,0,0,1,0,0,0,0,0,9,5,5,5,8,45,630,2,1,8266
2034,0,0,0,0,1,0,0,0,0,0,0,0,27,6,5,5,18,20,1480,3,1,14300
2035,0,1,0,0,0,0,0,0,0,0,0,0,9,5,4,4,9,25,1350,2,1,8366
2036,0,0,0,0,1,0,0,0,0,0,0,0,6,3,3,6,22,50,695,2,1,17261
2037,0,0,0,0,0,0,0,0,0,0,1,0,6,6,4,4,7,10,1555,2,1,8452
2038,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4,4,15,10,320,2,1,8567
2039,0,0,0,0,0,0,1,0,0,0,0,0,15,6,5,5,7,5,925,2,1,9646
2040,0,1,0,0,0,0,0,0,0,0,0,0,9,4,5,5,22,0,1275,3,1,8341
2041,0,0,0,0,1,0,0,0,0,0,0,0,9,5,5,5,17,30,1530,2,1,12373
2042,0,0,0,0,0,0,0,0,1,0,0,0,21,6,1,1,17,45,140,1,1,3543
2043,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,4,17,0,395,2,1,13994
2044,0,0,0,1,0,0,0,0,0,0,0,0,24,3,3,6,4,0,170,1,1,4777
2045,0,0,0,0,0,0,1,0,0,0,0,0,1,6,5,5,14,55,455,2,1,7038
2046,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,2,16,55,90,1,1,3175
2047,0,0,0,0,0,0,1,0,0,0,0,0,9,6,5,5,10,0,660,2,1,7408
2048,0,0,0,1,0,0,0,0,0,0,0,0,15,6,3,3,21,15,180,1,1,3943
2049,0,0,0,0,1,0,0,0,0,0,0,0,6,3,5,5,8,0,1225,2,1,15974
2050,0,0,0,0,0,0,0,0,1,0,0,0,27,5,4,4,6,55,155,1,1,3873
2051,0,0,0,1,0,0,0,0,0,0,0,0,15,4,3,3,10,10,170,1,1,4423
2052,0,0,0,0,1,0,0,0,0,0,0,0,27,5,5,5,9,40,1125,3,1,15129
2053,0,0,0,1,0,0,0,0,0,0,0,0,21,3,5,5,8,25,755,2,1,8285
2054,0,1,0,0,0,0,0,0,0,0,0,0,6,6,2,2,6,20,80,1,1,3100
2055,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,6,8,50,1475,3,1,25430
2056,0,0,0,0,0,0,0,0,1,0,0,0,18,3,2,2,13,10,80,1,1,2385
2057,0,0,0,0,1,0,0,0,0,0,0,0,6,6,4,4,10,20,435,2,1,11316
2058,0,0,0,0,1,0,0,0,0,0,0,0,15,6,5,5,2,15,1005,2,1,10262
2059,0,1,0,0,0,0,0,0,0,0,0,0,24,5,4,4,5,50,445,3,1,7662
2060,0,0,0,0,1,0,0,0,0,0,0,0,24,3,4,4,16,55,1605,2,1,14231
2061,0,0,0,1,0,0,0,0,0,0,0,0,9,6,5,5,9,15,705,2,1,6838
2062,0,0,0,0,1,0,0,0,0,0,0,0,15,6,5,5,6,45,1300,3,1,13376
2063,0,0,0,0,1,0,0,0,0,0,0,0,24,6,5,5,15,0,1680,2,1,10262
2064,0,0,0,1,0,0,0,0,0,0,0,0,27,3,5,5,7,30,480,2,1,8574
2065,0,0,0,0,1,0,0,0,0,0,0,0,9,3,3,6,21,25,615,2,1,7832
2066,0,0,0,0,0,0,1,0,0,0,0,0,24,6,5,5,3,50,910,2,1,12192
2067,0,0,0,0,1,0,0,0,0,0,0,0,15,6,2,2,10,20,90,1,1,4050
2068,0,0,1,0,0,0,0,0,0,0,0,0,12,4,3,3,7,45,175,1,1,6722
2069,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,4,20,0,1220,2,1,10844
2070,0,0,0,0,0,0,1,0,0,0,0,0,15,6,5,5,7,0,840,2,1,7408
2071,0,0,0,0,1,0,0,0,0,0,0,0,21,3,5,5,20,50,455,2,1,14189
2072,0,0,0,0,0,0,0,0,1,0,0,0,24,5,4,4,17,10,150,1,1,3841
2073,0,0,0,0,1,0,0,0,0,0,0,0,9,5,4,4,14,5,875,2,1,8586
2074,0,0,0,0,0,0,1,0,0,0,0,0,27,6,5,5,10,35,520,2,1,7155
2075,0,0,0,0,1,0,0,0,0,0,0,0,12,6,4,4,8,25,590,2,1,9899
2076,0,0,0,0,1,0,0,0,0,0,0,0,6,6,4,4,8,25,685,2,1,14571
2077,0,0,0,1,0,0,0,0,0,0,0,0,18,5,3,3,18,55,175,1,1,4823
2078,0,0,0,0,1,0,0,0,0,0,0,0,9,5,3,3,8,20,180,1,1,4544
2079,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,6,0,30,1200,2,2,14752
2080,0,1,0,0,0,0,0,0,0,0,0,0,9,5,4,4,9,25,1700,3,1,11542
2081,0,0,0,0,1,0,0,0,0,0,0,0,21,5,5,5,9,50,195,1,1,7202
2082,0,0,0,0,0,0,1,0,0,0,0,0,9,6,5,5,10,35,505,2,1,11098
2083,0,1,0,0,0,0,0,0,0,0,0,0,27,3,2,2,19,30,75,1,1,2575
2084,0,0,0,0,0,0,1,0,0,0,0,0,27,3,5,5,13,0,755,2,1,6673
2085,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,6,18,55,170,1,1,14306
2086,0,0,0,0,1,0,0,0,0,0,0,0,18,5,5,5,21,50,395,2,1,15554
2087,0,0,0,0,1,0,0,0,0,0,0,0,15,5,4,4,9,35,1730,2,1,9314
2088,0,0,0,0,1,0,0,0,0,0,0,0,9,3,2,2,6,30,90,1,1,4995
2089,0,0,0,0,1,0,0,0,0,0,0,0,21,3,3,6,11,40,1200,2,1,7832
2090,0,0,0,0,1,0,0,0,0,0,0,0,21,5,4,4,8,25,1430,2,1,8586
2091,0,1,0,0,0,0,0,0,0,0,0,0,27,4,5,5,5,10,170,1,1,6094
2092,0,0,0,0,1,0,0,0,0,0,0,0,24,6,5,5,5,30,810,3,1,13292
2093,0,0,0,0,1,0,0,0,0,0,0,0,9,6,5,5,5,30,1375,3,1,10368
2094,0,0,0,0,0,0,1,0,0,0,0,0,27,5,5,5,10,0,660,2,1,9718
2095,0,0,0,0,1,0,0,0,0,0,0,0,21,3,3,6,8,55,1365,2,1,7412
2096,0,1,0,0,0,0,0,0,0,0,0,0,6,6,5,5,22,0,1275,3,1,10441
2097,0,0,0,1,0,0,0,0,0,0,0,0,3,3,5,5,10,45,890,2,1,14871
2098,0,0,0,0,1,0,0,0,0,0,0,0,18,5,5,5,8,0,660,2,1,15554
2099,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,6,14,5,305,2,1,36235
2100,0,0,0,1,0,0,0,0,0,0,0,0,24,3,2,2,16,55,90,1,1,3175
2101,0,0,0,0,0,0,0,0,1,0,0,0,24,5,1,1,17,45,140,1,1,3597
2102,0,0,0,0,0,0,0,0,1,0,0,0,27,6,2,2,13,15,90,1,1,1965
2103,0,0,0,0,0,0,1,0,0,0,0,0,24,6,5,5,10,0,540,2,1,12717
2104,0,0,0,1,0,0,0,0,0,0,0,0,3,6,5,5,14,25,195,1,1,6015
2105,1,0,0,0,0,0,0,0,0,0,0,0,9,3,3,6,23,25,165,1,1,5615
2106,0,0,0,0,0,0,1,0,0,0,0,0,27,3,5,5,19,0,395,2,1,7845
2107,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,4,21,10,1525,2,1,10844
2108,0,0,0,0,1,0,0,0,0,0,0,0,15,3,3,6,21,25,460,2,1,27210
2109,0,0,0,1,0,0,0,0,0,0,0,0,6,4,4,4,14,25,150,1,1,4174
2110,0,0,0,0,0,0,1,0,0,0,0,0,21,3,5,5,8,0,780,2,1,6883
2111,0,0,0,0,0,0,1,0,0,0,0,0,21,3,5,5,9,0,720,2,1,6883
2112,0,0,0,0,1,0,0,0,0,0,0,0,21,5,4,4,10,20,435,2,1,8355
2113,0,0,0,0,0,0,0,0,1,0,0,0,24,3,3,6,20,30,170,1,1,5469
2114,0,0,0,0,1,0,0,0,0,0,0,0,27,6,3,3,6,0,165,1,1,6478
2115,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,6,19,40,160,1,1,11913
2116,0,0,0,1,0,0,0,0,0,0,0,0,21,5,5,5,18,35,415,2,1,7006
2117,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,16,30,365,2,1,12681
2118,0,0,0,0,1,0,0,0,0,0,0,0,21,5,5,5,23,5,1195,3,1,15129
2119,0,0,0,0,0,0,1,0,0,0,0,0,15,6,5,5,14,0,420,2,1,13587
2120,0,0,0,0,1,0,0,0,0,0,0,0,1,6,5,5,19,15,1425,2,1,14714
2121,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,6,7,30,290,2,1,6220
2122,0,0,0,0,1,0,0,0,0,0,0,0,6,6,5,5,7,5,330,2,1,10262
2123,0,1,0,0,0,0,0,0,0,0,0,0,12,5,4,4,9,25,545,2,1,8576
2124,0,0,0,0,1,0,0,0,0,0,0,0,24,3,4,4,19,45,1495,2,1,10031
2125,0,0,0,0,1,0,0,0,0,0,0,0,24,6,5,5,19,10,1430,3,1,12819
2126,0,0,1,0,0,0,0,0,0,0,0,0,15,4,5,5,7,25,370,2,1,5052
2127,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,6,8,0,1455,2,1,22270
2128,0,0,0,0,0,0,0,0,0,0,1,0,27,4,3,3,7,0,160,1,1,5613
2129,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,4,9,0,145,1,1,3873
2130,0,0,0,1,0,0,0,0,0,0,0,0,15,5,5,5,5,35,195,1,1,6015
2131,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,4,6,30,330,2,1,10844
2132,0,0,0,0,0,0,0,0,1,0,0,0,12,5,2,2,13,15,90,1,1,2227
2133,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,3,19,50,180,1,1,7229
2134,0,0,0,0,1,0,0,0,0,0,0,0,6,6,5,5,5,30,810,3,1,10368
2135,0,0,0,0,1,0,0,0,0,0,0,0,21,5,5,5,17,30,655,2,1,12898
2136,0,0,0,0,0,0,1,0,0,0,0,0,12,6,5,5,7,0,720,2,1,12192
2137,0,0,0,0,1,0,0,0,0,0,0,0,9,5,4,4,9,35,840,2,1,12121
2138,0,1,0,0,0,0,0,0,0,0,0,0,27,5,5,5,6,50,1490,3,1,16163
2139,0,0,0,0,1,0,0,0,0,0,0,0,18,3,3,6,5,45,760,2,1,12284
2140,0,0,0,1,0,0,0,0,0,0,0,0,21,6,3,3,19,30,165,1,1,5780
2141,0,0,0,0,1,0,0,0,0,0,0,0,9,5,2,2,10,20,90,1,1,4995
2142,0,0,0,1,0,0,0,0,0,0,0,0,9,6,5,5,5,10,295,2,1,6496
2143,0,1,0,0,0,0,0,0,0,0,0,0,12,6,5,5,12,20,1855,3,1,12488
2144,0,0,0,1,0,0,0,0,0,0,0,0,15,5,3,3,7,10,175,1,1,4823
2145,0,0,0,0,0,0,0,0,1,0,0,0,18,6,2,2,5,45,90,1,1,2647
2146,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,6,13,0,170,1,1,12649
2147,0,0,0,0,0,0,1,0,0,0,0,0,12,6,5,5,11,40,455,2,1,8266
2148,0,0,0,0,0,0,0,0,0,0,1,0,15,5,5,5,6,0,190,1,1,6216
2149,0,0,0,1,0,0,0,0,0,0,0,0,1,4,3,3,1,30,165,1,1,4423
2150,0,0,0,0,1,0,0,0,0,0,0,0,6,3,3,6,8,0,1455,2,1,17996
2151,0,0,0,0,0,0,0,0,1,0,0,0,15,4,5,5,8,45,270,2,1,5726
2152,0,0,0,0,0,0,1,0,0,0,0,0,6,3,5,5,6,0,570,2,1,15147
2153,0,0,0,0,1,0,0,0,0,0,0,0,18,5,5,5,20,55,1325,2,1,15554
2154,0,0,0,0,1,0,0,0,0,0,0,0,24,6,5,5,23,5,1760,3,1,12819
2155,0,0,0,0,0,0,1,0,0,0,0,0,27,6,5,5,18,0,450,2,1,7198
2156,0,0,0,1,0,0,0,0,0,0,0,0,3,4,5,5,16,0,300,2,1,5073
2157,0,0,0,1,0,0,0,0,0,0,0,0,27,6,3,3,21,15,180,1,1,3943
2158,0,0,0,0,1,0,0,0,0,0,0,0,27,3,2,2,7,10,85,1,1,3205
2159,0,0,0,0,0,0,0,0,1,0,0,0,12,5,3,3,5,55,160,1,1,3257
2160,0,0,0,1,0,0,0,0,0,0,0,0,3,6,4,4,22,15,155,1,1,4804
2161,0,0,0,1,0,0,0,0,0,0,0,0,9,3,3,6,16,50,285,2,1,10231
2162,0,0,0,0,1,0,0,0,0,0,0,0,21,5,5,5,20,55,450,2,1,12898
2163,0,0,0,1,0,0,0,0,0,0,0,0,21,3,2,2,21,20,85,1,1,2227
2164,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,12,0,1390,3,1,9258
2165,0,0,0,0,1,0,0,0,0,0,0,0,24,5,4,4,16,30,1010,2,1,9663
2166,0,0,0,0,1,0,0,0,0,0,0,0,21,5,2,2,7,5,85,1,1,8040
2167,0,0,1,0,0,0,0,0,0,0,0,0,6,6,3,3,20,55,165,1,1,3419
2168,0,0,0,0,1,0,0,0,0,0,0,0,1,6,3,3,7,10,180,1,1,8016
2169,0,0,0,0,1,0,0,0,0,0,0,0,6,4,3,3,17,45,180,1,1,7229
2170,0,0,1,0,0,0,0,0,0,0,0,0,6,6,5,5,10,35,540,2,1,4959
2171,0,1,0,0,0,0,0,0,0,0,0,0,9,6,4,4,12,0,1390,3,1,10151
2172,0,1,0,0,0,0,0,0,0,0,0,0,18,5,5,5,5,15,2280,4,1,10703
2173,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,4,8,25,590,2,1,10844
2174,0,0,0,1,0,0,0,0,0,0,0,0,6,3,5,5,16,10,370,2,1,7205
2175,0,0,0,0,1,0,0,0,0,0,0,0,18,3,3,6,8,55,570,2,1,12284
2176,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,4,9,35,750,2,1,13994
2177,0,0,0,1,0,0,0,0,0,0,0,0,15,4,5,5,14,25,195,1,1,6015
2178,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,4,6,15,255,2,1,4226
2179,0,0,0,0,1,0,0,0,0,0,0,0,21,3,5,5,19,10,1420,3,1,9483
2180,0,0,0,0,1,0,0,0,0,0,0,0,15,5,3,3,7,10,180,1,1,5198
2181,0,0,0,0,1,0,0,0,0,0,0,0,27,6,5,5,5,30,810,3,1,10368
2182,0,0,0,0,0,0,0,0,0,0,1,0,3,6,1,1,17,45,140,1,1,11982
2183,0,1,0,0,0,0,0,0,0,0,0,0,15,3,3,6,11,50,1510,2,1,8032
2184,0,1,0,0,0,0,0,0,0,0,0,0,15,5,4,4,14,15,150,1,1,5510
2185,0,0,0,1,0,0,0,0,0,0,0,0,9,5,5,5,23,30,305,2,1,8177
2186,1,0,0,0,0,0,0,0,0,0,0,0,1,6,5,5,16,45,340,2,1,11410
2187,0,0,1,0,0,0,0,0,0,0,0,0,21,3,5,5,7,0,350,2,1,9385
2188,0,0,0,0,1,0,0,0,0,0,0,0,6,6,5,5,10,0,540,2,1,10262
2189,0,0,0,0,0,0,0,0,1,0,0,0,18,6,4,4,9,0,145,1,1,3873
2190,0,0,0,0,0,0,1,0,0,0,0,0,21,3,5,5,11,40,430,2,1,11999
2191,0,0,0,0,1,0,0,0,0,0,0,0,27,6,5,5,18,20,1095,3,1,14300
2192,0,0,0,0,0,0,0,0,1,0,0,0,12,5,2,2,13,15,90,1,1,2175
2193,0,1,0,0,0,0,0,0,0,0,0,0,9,5,5,5,6,50,1490,3,1,14431
2194,0,0,0,0,1,0,0,0,0,0,0,0,21,5,3,3,6,0,165,1,1,7229
2195,0,0,0,1,0,0,0,0,0,0,0,0,24,5,4,4,19,20,265,2,1,3809
2196,0,0,0,0,0,0,1,0,0,0,0,0,24,6,5,5,7,30,705,2,1,7354
2197,0,0,0,0,0,0,1,0,0,0,0,0,27,3,5,5,8,0,450,2,1,12537
2198,0,1,0,0,0,0,0,0,0,0,0,0,27,5,5,5,13,0,375,2,1,9719
2199,0,0,0,0,1,0,0,0,0,0,0,0,24,5,2,2,10,20,90,1,1,8040
2200,0,0,0,0,1,0,0,0,0,0,0,0,24,5,2,2,7,5,85,1,1,4995
2201,0,0,0,1,0,0,0,0,0,0,0,0,6,4,3,3,23,30,170,1,1,4591
2202,0,1,0,0,0,0,0,0,0,0,0,0,6,6,4,4,16,45,1700,2,1,7662
2203,0,0,0,1,0,0,0,0,0,0,0,0,24,6,1,1,7,55,140,1,1,3850
2204,0,0,0,1,0,0,0,0,0,0,0,0,3,6,5,5,8,35,835,2,1,6442
2205,0,0,0,1,0,0,0,0,0,0,0,0,3,6,5,5,23,30,305,2,1,11378
2206,0,0,0,0,0,0,1,0,0,0,0,0,27,6,5,5,15,0,630,2,1,13377
2207,0,0,0,0,1,0,0,0,0,0,0,0,21,5,4,4,8,25,740,2,1,10844
2208,0,0,0,0,1,0,0,0,0,0,0,0,9,5,2,2,7,5,85,1,1,4995
2209,0,1,0,0,0,0,0,0,0,0,0,0,27,3,5,5,17,15,970,3,1,6057
2210,0,1,0,0,0,0,0,0,0,0,0,0,6,4,3,3,10,0,165,1,1,5176
2211,0,0,0,0,1,0,0,0,0,0,0,0,9,6,5,5,9,40,1125,3,1,13014
2212,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,6,16,15,260,2,1,7917
2213,0,0,0,0,0,0,0,0,1,0,0,0,9,6,5,5,6,5,315,2,1,5583
2214,0,0,0,0,1,0,0,0,0,0,0,0,9,4,3,3,6,0,165,1,1,7229
2215,0,0,0,1,0,0,0,0,0,0,0,0,18,5,5,5,16,0,570,2,1,7191
2216,0,0,0,0,1,0,0,0,0,0,0,0,12,6,2,2,19,35,90,1,1,3210
2217,0,0,0,1,0,0,0,0,0,0,0,0,6,3,5,5,15,0,635,2,1,14871
2218,0,0,0,0,0,0,1,0,0,0,0,0,15,5,5,5,8,30,645,2,1,8099
2219,0,1,0,0,0,0,0,0,0,0,0,0,21,5,4,4,9,25,545,2,1,8366
2220,0,0,0,1,0,0,0,0,0,0,0,0,9,3,1,1,22,5,140,1,1,6297
2221,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,5,13,0,480,2,1,18286
2222,0,0,0,0,1,0,0,0,0,0,0,0,6,3,5,5,23,5,1240,2,1,17024
2223,0,0,0,0,1,0,0,0,0,0,0,0,24,4,3,3,7,10,180,1,1,6144
2224,0,0,0,0,0,0,1,0,0,0,0,0,9,3,5,5,6,0,825,2,1,13941
2225,0,0,0,0,1,0,0,0,0,0,0,0,9,5,3,3,18,55,185,1,1,3702
2226,0,0,0,0,0,0,0,0,1,0,0,0,15,5,5,5,6,5,315,2,1,5583
2227,0,1,0,0,0,0,0,0,0,0,0,0,12,3,2,2,19,40,810,2,1,10208
2228,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,4,9,35,505,2,1,12384
2229,0,1,0,0,0,0,0,0,0,0,0,0,6,5,4,4,10,0,1165,3,1,17049
2230,0,0,0,1,0,0,0,0,0,0,0,0,24,5,5,5,7,30,810,2,1,7006
2231,0,1,0,0,0,0,0,0,0,0,0,0,12,6,4,4,5,50,875,3,1,12723
2232,0,0,0,0,1,0,0,0,0,0,0,0,12,6,5,5,8,0,1225,2,1,10577
2233,0,0,0,0,1,0,0,0,0,0,0,0,6,3,3,6,7,0,730,2,1,16736
2234,0,0,0,0,1,0,0,0,0,0,0,0,24,6,5,5,13,0,925,2,1,10262
2235,0,0,0,0,0,0,1,0,0,0,0,0,24,6,5,5,11,25,470,2,1,7155
2236,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,5,10,20,915,2,1,15147
2237,0,0,0,1,0,0,0,0,0,0,0,0,12,6,3,3,7,10,175,1,1,4823
2238,0,1,0,0,0,0,0,0,0,0,0,0,15,3,3,6,9,30,410,2,1,8714
2239,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,4,9,35,1450,2,1,10953
2240,0,1,0,0,0,0,0,0,0,0,0,0,12,6,4,4,20,30,1435,2,1,10203
2241,0,0,0,0,1,0,0,0,0,0,0,0,18,5,5,5,13,0,1415,2,1,12373
2242,0,0,0,0,1,0,0,0,0,0,0,0,12,5,4,4,9,35,840,2,1,14151
2243,0,0,0,0,1,0,0,0,0,0,0,0,24,5,4,4,9,35,1730,2,1,12121
2244,0,0,0,0,0,0,0,0,0,0,1,0,9,4,5,5,6,0,190,1,1,5586
2245,0,0,0,0,1,0,0,0,0,0,0,0,18,5,4,4,8,25,1655,2,1,10844
2246,0,0,0,0,1,0,0,0,0,0,0,0,21,5,4,4,21,10,450,2,1,8586
2247,0,0,0,0,0,0,0,0,1,0,0,0,6,6,5,5,17,55,295,2,1,5409
2248,0,0,0,0,0,0,1,0,0,0,0,0,21,3,5,5,9,45,695,3,1,7178
2249,0,0,0,0,0,0,1,0,0,0,0,0,24,6,5,5,10,20,910,2,1,5797
2250,0,0,0,0,1,0,0,0,0,0,0,0,24,3,4,4,19,45,1435,2,1,13759
2251,0,1,0,0,0,0,0,0,0,0,0,0,24,5,4,4,7,0,1100,3,1,13873
2252,0,0,0,0,1,0,0,0,0,0,0,0,21,5,5,5,20,55,1325,2,1,16079
2253,0,0,0,0,0,0,0,0,1,0,0,0,27,6,2,2,13,15,90,1,1,2017
2254,0,0,0,0,1,0,0,0,0,0,0,0,18,5,4,4,20,0,1335,2,1,10844
2255,0,0,0,0,0,0,0,0,1,0,0,0,24,4,3,3,21,10,175,1,1,3573
2256,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,4,9,35,1450,2,1,8066
2257,0,0,0,0,1,0,0,0,0,0,0,0,9,3,5,5,20,50,1320,2,1,14053
2258,0,0,0,0,1,0,0,0,0,0,0,0,18,3,3,6,8,0,435,2,1,12284
2259,0,0,0,0,0,0,0,0,1,0,0,0,9,4,5,5,6,5,315,2,1,5351
2260,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,16,30,1430,2,1,7064
2261,0,0,0,1,0,0,0,0,0,0,0,0,3,3,5,5,2,5,320,2,1,10394
2262,0,0,0,0,1,0,0,0,0,0,0,0,15,5,4,4,18,55,865,2,1,9663
2263,0,0,0,0,0,0,1,0,0,0,0,0,18,5,5,5,17,30,480,2,1,13727
2264,0,0,0,0,1,0,0,0,0,0,0,0,12,6,5,5,19,15,1040,2,1,10262
2265,0,0,0,1,0,0,0,0,0,0,0,0,9,4,3,3,7,10,175,1,1,4823
2266,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,5,50,170,1,1,7074
2267,0,0,0,0,0,0,1,0,0,0,0,0,6,3,5,5,7,5,835,2,1,17267
2268,0,0,0,0,0,0,1,0,0,0,0,0,21,5,5,5,15,0,630,2,1,14067
2269,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3,3,8,30,170,1,1,4823
2270,0,0,0,1,0,0,0,0,0,0,0,0,27,4,3,3,20,0,170,1,1,4823
2271,1,0,0,0,0,0,0,0,0,0,0,0,12,5,3,3,23,55,170,1,1,4483
2272,0,1,0,0,0,0,0,0,0,0,0,0,6,6,4,4,9,50,805,3,1,14960
2273,0,1,0,0,0,0,0,0,0,0,0,0,1,6,3,3,17,0,165,1,1,7171
2274,0,1,0,0,0,0,0,0,0,0,0,0,24,3,4,4,20,30,745,2,1,12173
2275,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,30,495,2,1,11392
2276,0,1,0,0,0,0,0,0,0,0,0,0,15,5,4,4,10,0,1665,3,1,16057
2277,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,4,17,0,1075,2,1,14151
2278,0,0,0,0,1,0,0,0,0,0,0,0,21,5,3,3,11,10,175,1,1,4030
2279,0,0,0,1,0,0,0,0,0,0,0,0,6,5,4,4,19,35,220,2,1,4226
2280,0,1,0,0,0,0,0,0,0,0,0,0,9,3,5,5,4,0,915,2,1,11050
2281,0,1,0,0,0,0,0,0,0,0,0,0,21,5,3,3,10,0,165,1,1,6961
2282,0,0,0,0,1,0,0,0,0,0,0,0,24,3,4,4,21,10,725,2,1,14231
2283,0,0,0,0,1,0,0,0,0,0,0,0,27,6,5,5,14,35,1320,3,1,10919
2284,0,1,0,0,0,0,0,0,0,0,0,0,27,3,5,5,7,0,735,3,1,10913
2285,0,0,0,1,0,0,0,0,0,0,0,0,27,6,1,1,22,5,140,1,1,5277
2286,0,0,0,0,0,0,1,0,0,0,0,0,21,5,5,5,10,20,640,2,1,7485
2287,0,0,0,0,1,0,0,0,0,0,0,0,24,3,4,4,16,55,1405,2,1,14231
2288,0,0,1,0,0,0,0,0,0,0,0,0,6,4,5,5,7,25,370,2,1,4201
2289,0,1,0,0,0,0,0,0,0,0,0,0,6,3,5,5,14,10,180,1,1,7931
2290,0,0,0,0,0,0,1,0,0,0,0,0,15,5,5,5,14,55,455,2,1,6513
2291,0,0,0,0,1,0,0,0,0,0,0,0,6,6,5,5,15,0,1680,2,1,14714
2292,0,0,0,1,0,0,0,0,0,0,0,0,9,5,4,4,18,5,325,2,1,6218
2293,0,1,0,0,0,0,0,0,0,0,0,0,27,6,5,5,12,0,435,3,1,8603
2294,0,0,0,1,0,0,0,0,0,0,0,0,21,5,5,5,8,30,750,2,1,7318
2295,0,0,0,0,0,0,1,0,0,0,0,0,15,6,5,5,10,0,540,2,1,13504
2296,0,0,0,0,0,0,1,0,0,0,0,0,15,5,5,5,7,5,925,2,1,9646
2297,0,0,0,1,0,0,0,0,0,0,0,0,27,5,4,4,11,30,155,1,1,5224
2298,0,0,0,0,1,0,0,0,0,0,0,0,12,6,4,4,9,35,505,2,1,12692
2299,0,0,0,0,1,0,0,0,0,0,0,0,6,6,4,4,10,20,435,2,1,9689
2300,0,1,0,0,0,0,0,0,0,0,0,0,9,5,4,4,10,0,920,3,1,13033
2301,0,0,0,0,1,0,0,0,0,0,0,0,12,6,4,4,6,30,590,2,1,13626
2302,0,0,0,1,0,0,0,0,0,0,0,0,18,5,2,2,19,5,90,1,1,2754
2303,0,0,0,0,1,0,0,0,0,0,0,0,9,5,4,4,17,0,1005,2,1,12121
2304,0,0,0,1,0,0,0,0,0,0,0,0,24,4,3,3,1,30,165,1,1,3419
2305,0,1,0,0,0,0,0,0,0,0,0,0,21,5,4,4,10,0,920,3,1,13033
2306,0,0,0,1,0,0,0,0,0,0,0,0,6,4,4,4,4,40,155,1,1,4174
2307,1,0,0,0,0,0,0,0,0,0,0,0,27,6,5,5,7,55,870,2,1,6152
2308,0,1,0,0,0,0,0,0,0,0,0,0,27,6,5,5,5,10,170,1,1,5201
2309,0,0,0,0,1,0,0,0,0,0,0,0,15,3,3,6,7,0,550,2,1,9134
2310,0,1,0,0,0,0,0,0,0,0,0,0,18,5,4,4,7,0,1100,3,1,13243
